EIN2,EIN,NTEE_IRS,NTEE_NCCS,NTEEV2,NCCS_LEVEL_1,NCCS_LEVEL_2,NCCS_LEVEL_3,F990_TOTAL_REVENUE_RECENT,F990_TOTAL_INCOME_RECENT,F990_TOTAL_ASSETS_RECENT,F990_ORG_ADDR_CITY,F990_ORG_ADDR_STATE,F990_ORG_ADDR_ZIP,F990_ORG_ADDR_STREET,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_BLOCK_FIPS,CENSUS_URBAN_AREA,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_ADDR_FULL,ORG_ADDR_MATCH,LATITUDE,LONGITUDE,GEOCODER_SCORE,GEOCODER_MATCH,BMF_SUBSECTION_CODE,BMF_STATUS_CODE,BMF_PF_FILING_REQ_CODE,BMF_ORGANIZATION_CODE,BMF_INCOME_CODE,BMF_GROUP_EXEMPT_NUM,BMF_FOUNDATION_CODE,BMF_FILING_REQ_CODE,BMF_DEDUCTIBILITY_CODE,BMF_CLASSIFICATION_CODE,BMF_ASSET_CODE,BMF_AFFILIATION_CODE,ORG_RULING_DATE,ORG_FISCAL_YEAR,ORG_RULING_YEAR,ORG_YEAR_FIRST,ORG_YEAR_LAST,ORG_YEAR_COUNT,ORG_PERS_ICO,ORG_NAME_SEC,ORG_NAME_CURRENT,ORG_FISCAL_PERIOD
EIN-87-4034418,874034418,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,NATICK,MA,01760-5459,14 DAVIS BROOK DR,14460,"Boston-Cambridge-Newton, MA-NH",250173823002005,U,MA,Middlesex County,"14 DAVIS BROOK DR,NATICK,MA,01760-5459","14 Davis Brook Drive, Natick, Massachusetts, 01760",42.270939,-71.3282895,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2022-02,2024,2022,2022,2024,3,"","",JOHNNY HODGES APPRECIATION SOCIETY INC,2
EIN-87-4039248,874039248,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,PITTSFORD,NY,14534-9515,472 MENDON RD,40380,"Rochester, NY",360550123042000,U,NY,Monroe County,"472 MENDON RD,PITTSFORD,NY,14534-9515","472 Mendon Rd, Pittsford, New York, 14534",43.060293,-77.5176975,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2022-03,2024,2022,2022,2024,3,"","",MENDON FAME INC,3
EIN-87-4041364,874041364,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,35000,35000,426,STUDIO CITY,CA,91604-1252,12336 RYE ST,31080,"Los Angeles-Long Beach-Anaheim, CA",60371434021008,U,CA,Los Angeles County,"12336 RYE ST,STUDIO CITY,CA,91604-1252","12336 Rye St, Studio City, California, 91604",34.1512686372268,-118.402216575076,100,M,3,1,0,1,3,0,16,2,1,2000,1,3,2022-03,2024,2022,2022,2024,3,% MARIA DIANA LUNA,TFT,TOMORROWS FILMMAKERS TODAY,3
EIN-87-4050334,874050334,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BREWSTER,MA,02631-1821,2035 MAIN ST,12700,"Barnstable Town, MA",250010108002004,U,MA,Barnstable County,"2035 MAIN ST,BREWSTER,MA,02631-1821","2035 Main Street, Brewster, Massachusetts, 02631",41.762979,-70.080291,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2022-03,2024,2022,2022,2024,3,"","",DISCOVER ARCHITECTURE INC,3
EIN-87-4053409,874053409,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,S,AR,,23918,1170973,SCARSDALE,NY,10583-0000,237 HEATHCOTE ROAD,35620,"New York-Newark-Jersey City, NY-NJ-PA",361190099003012,U,NY,Westchester County,"237 HEATHCOTE ROAD,SCARSDALE,NY,10583-0000","237 Heathcote Rd, Scarsdale, New York, 10583",40.98807,-73.7763525,100,M,3,1,1,1,2,0,4,0,1,1200,6,3,2022-04,2024,2022,2022,2024,3,% SANDIP SINGH,"",SINGH CARES FOUNDATION INC,4
EIN-87-4055682,874055682,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BELLAIRE,MI,49615-9769,717 E CAYUGA ST,,"",260099604021072,R,MI,Antrim County,"717 E CAYUGA ST,BELLAIRE,MI,49615-9769","717 E Cayuga St, Bellaire, Michigan, 49615",44.9754920730563,-85.19642740161,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2022-07,2024,2022,2022,2024,3,"","",FREEDOM HILL FOLK SCHOOL INC,7
EIN-87-4097630,874097630,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,ROANOKE,VA,24016-3765,425 CAMPBELL AVE SW APT 106,40220,"Roanoke, VA",517700011002011,U,VA,Roanoke city,"425 CAMPBELL AVE SW APT 106,ROANOKE,VA,24016-3765","425 Campbell Ave SW, Apt 106, Roanoke, Virginia, 24016",37.2712825304113,-79.9497434125743,100,M,3,1,0,1,0,0,16,2,1,1230,0,3,2022-09,2024,2022,2023,2024,2,"","",ALTERNATIVE ARTS INC,9
EIN-87-4120271,874120271,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,64331,183626,48366,MARQUETTE,MI,49855-0000,525 N THIRD STREET,32100,"Marquette, MI",261030001001002,U,MI,Marquette County,"525 N THIRD STREET,MARQUETTE,MI,49855-0000","525 N 3rd St, Marquette, Michigan, 49855",46.547446401167,-87.3947753271664,100,M,3,1,0,1,4,0,16,1,1,1200,3,3,2022-10,2024,2022,2023,2024,2,"","",ZERO DEGREES GALLERY MARQUETTE,10
EIN-87-4163298,874163298,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,S,AR,4118,4118,2682,NEW YORK,NY,10038-2314,15 PARK ROW APT 18A,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610015011009,U,NY,New York County,"15 PARK ROW APT 18A,NEW YORK,NY,10038-2314","15 Park Row, New York, New York, 10038",40.711347,-74.0079045,100,M,3,1,1,5,1,0,4,0,1,1000,1,3,2023-06,2024,2023,2023,2024,2,"","",ARTE CLUB INC,6
EIN-87-4201846,874201846,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,WOBURN,MA,01801-7440,300 TRADECENTER STE 7750,14460,"Boston-Cambridge-Newton, MA-NH",250173336021004,U,MA,Middlesex County,"300 TRADECENTER STE 7750,WOBURN,MA,01801-7440","300 Trade Center, Woburn, Massachusetts, 01801",42.499647,-71.1621225,99.5,M,3,1,0,1,0,0,16,2,1,1200,0,3,2022-04,2024,2022,2022,2024,3,"","",MAGIC SOUL HOUSE INC,4
EIN-87-4266513,874266513,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,16325,16325,9118,BOWIE,MD,20715-3347,14805 KIMBERWICK DR,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",240338004102004,U,MD,Prince George's County,"14805 KIMBERWICK DR,BOWIE,MD,20715-3347","14805 Kimberwick Drive, Bowie, Maryland, 20715",39.01023,-76.7472705,100,M,3,1,0,1,2,0,16,2,1,2300,1,3,2022-07,2024,2022,2022,2024,3,% SANDRA G SHANNON,"",AUGUST WILSON SOCIETY,7
EIN-87-4337799,874337799,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,IRMO,SC,29063-2789,5 CORNERSTONE WAY,17900,"Columbia, SC",450790103054013,U,SC,Richland County,"5 CORNERSTONE WAY,IRMO,SC,29063-2789","5 Cornerstone Way, Irmo, South Carolina, 29063",34.1004958853656,-81.1908825014137,100,M,3,1,0,1,0,0,16,2,1,1200,0,3,2022-02,2024,2022,2022,2024,3,% JB BROWN,"",JBSTAR PRODUCTIONS EDUCATION AND THEATRE ARTS INC,2
EIN-87-4345522,874345522,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,S,AR,,,,APPLE VALLEY,MN,55124-9160,950 HOPEWELL LN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",270370608121007,U,MN,Dakota County,"950 HOPEWELL LN,APPLE VALLEY,MN,55124-9160","950 Hopewell Ln, Saint Paul, Minnesota, 55124",44.728884,-93.2453775,100,M,3,1,1,1,0,0,4,0,1,1230,0,3,2022-02,2024,2022,2022,2024,3,"","",POSITIVE YOUTH DEVELOPMENT,2
EIN-87-4380958,874380958,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,PORTLAND,OR,97211-0796,PO BOX 11796,38900,"Portland-Vancouver-Hillsboro, OR-WA",410510036023020,U,OR,Multnomah County,"PO BOX 11796,PORTLAND,OR,97211-0796","97211-0796, Portland, Oregon",45.567189,-122.647032,98,M,3,1,0,1,0,0,15,2,0,1000,0,3,2022-12,2024,2022,2023,2024,2,% KADIR M ABDULLAHI,"",BETTER CHANCES INCORPORATED,12
EIN-87-4389447,874389447,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,ZANESVILLE,OH,43701-9638,3638 BARKERS RUN RD,49780,"Zanesville, OH",391199115003005,R,OH,Muskingum County,"3638 BARKERS RUN RD,ZANESVILLE,OH,43701-9638","3638 Barkers Run Rd, Zanesville, Ohio, 43701",39.9996482060699,-82.0585545562073,100,M,3,1,0,1,0,0,16,2,1,1270,0,3,2022-12,2024,2022,2023,2024,2,% FAITH CORNELL,"",GOODCITY CREATIVES COMMUNITY DEVELOPMENT CORP,12
EIN-87-4392847,874392847,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,KALISPELL,MT,59901-0000,468 2ND AVE WN,28060,"Kalispell, MT",300290010001046,U,MT,Flathead County,"468 2ND AVE WN,KALISPELL,MT,59901-0000","468 2nd Ave E, Kalispell, Montana, 59901",48.1947077425398,-114.309174023845,96.98,T,3,1,0,5,0,0,15,2,1,2000,0,3,2022-02,2024,2022,2022,2024,3,% ALLEN SLATER,"",ALLEN SLATER MUSIC MATTERS SCHOLARSHIP,2
EIN-87-4393739,874393739,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,SOUTH JORDAN,UT,84009-6178,5196 W BIG SUR DR,41620,"Salt Lake City, UT",490351152101084,U,UT,Salt Lake County,"5196 W BIG SUR DR,SOUTH JORDAN,UT,84009-6178","5196 W Big Sur Dr, South Jordan, Utah, 84009",40.558371472416,-112.014796932858,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2022-03,2024,2022,2022,2024,3,"","",KEVIN EUGENE BULLOCK MUSIC FOUNDATION,3
EIN-87-4428529,874428529,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,SAN FRANCISCO,CA,94110-1416,445 HAMPSHIRE ST,41860,"San Francisco-Oakland-Berkeley, CA",60750228021003,U,CA,San Francisco County,"445 HAMPSHIRE ST,SAN FRANCISCO,CA,94110-1416","445 Hampshire St, San Francisco, California, 94110",37.7637030940908,-122.408319559092,100,M,3,1,0,1,0,0,16,2,1,1000,0,3,2022-03,2024,2022,2022,2024,3,"","",MAKE MORE MUSIC FOUNDATION INC,3
EIN-87-4471325,874471325,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,WALTHAM,MA,02452-6265,37 MIDDLESEX CIR APT 12,14460,"Boston-Cambridge-Newton, MA-NH",250173689021004,U,MA,Middlesex County,"37 MIDDLESEX CIR APT 12,WALTHAM,MA,02452-6265","37 Middlesex Circle, #12, Waltham, Massachusetts, 02452",42.381495,-71.2240605,100,M,3,1,0,1,0,0,16,2,1,1200,0,3,2022-03,2024,2022,2022,2024,3,% PAUL JJINGO,SA,SIMBA-AFRIQUE INC,3
EIN-87-4493594,874493594,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,VENTURA,CA,93001,28 W MAIN ST,37100,"Oxnard-Thousand Oaks-Ventura, CA",61110024001005,U,CA,Ventura County,"28 W MAIN ST,VENTURA,CA,93001","28 W Main St, Ventura, California, 93001",34.2810707654511,-119.301202995701,100,M,3,,,,,,,10,,,,,2022-04,2022,2022,2022,2022,1,"",MARY L GIBBONS PEREZ I SOLE MBR,VITA EXPLORATIONS,4
EIN-87-4513130,874513130,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,GLEN ALLEN,VA,23058-5472,PO BOX 5472,40060,"Richmond, VA",510872001503000,U,VA,Henrico County,"PO BOX 5472,GLEN ALLEN,VA,23058-5472","23058-5472, Glen Allen, Virginia",37.664793,-77.5758285,98,M,3,1,0,1,0,0,15,2,1,1000,0,3,2022-04,2024,2022,2022,2024,3,% WENDELL CURRY,"",KREATIVE CULTURE,4
EIN-87-4540920,874540920,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,150606,150606,131238,VENTURA,CA,93001-2508,28 W MAIN ST,37100,"Oxnard-Thousand Oaks-Ventura, CA",61110024001005,U,CA,Ventura County,"28 W MAIN ST,VENTURA,CA,93001-2508","28 W Main St, Ventura, California, 93001",34.2810707654511,-119.301202995701,100,M,3,1,0,1,4,0,16,1,1,1000,4,3,2022-04,2024,2022,2023,2024,2,"","",VITA ART CENTER,4
EIN-87-4569424,874569424,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,NEW YORK,NY,10017-7614,45 TUDOR CITY PL APT 2108,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610088001006,U,NY,New York County,"45 TUDOR CITY PL APT 2108,NEW YORK,NY,10017-7614","45 Tudor City Pl, New York, New York, 10017",40.749174,-73.970226,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2022-07,2024,2022,2022,2024,3,"",FFS PROJECT,FFS PROJECT INC,7
EIN-87-4583004,874583004,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,ARLINGTON,TX,76002-5583,7308 ROARING SPRINGS RD,19100,"Dallas-Fort Worth-Arlington, TX",484391115602020,U,TX,Tarrant County,"7308 ROARING SPRINGS RD,ARLINGTON,TX,76002-5583","7308 Roaring Springs Rd, Arlington, Texas, 76002",32.6297669392347,-97.0942021182411,100,M,3,1,0,1,0,0,16,2,1,1200,0,3,2022-03,2024,2022,2023,2024,2,"","",SINGING ARTIST FOUNDATION,3
EIN-87-4584220,874584220,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,190394,190394,144799,TRYON,NC,28782-0000,708 WARRIOR DR,,"",371499203031015,R,NC,Polk County,"708 WARRIOR DR,TRYON,NC,28782-0000","708 Warrior Dr, Tryon, North Carolina, 28782",35.2325778729581,-82.2582428162627,100,M,3,1,0,1,4,0,15,2,1,1000,4,3,2022-03,2024,2022,2022,2024,3,"","",CHAMPIONS FOR WILDLIFE,3
EIN-87-4615004,874615004,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,PHOENIX,AZ,85060-5087,PO BOX 15087,38060,"Phoenix-Mesa-Chandler, AZ",40131109022015,U,AZ,Maricopa County,"PO BOX 15087,PHOENIX,AZ,85060-5087","85060-5087, Phoenix, Arizona",33.480468,-111.9967605,98,M,3,1,0,1,0,0,16,2,1,2300,0,3,2022-04,2024,2022,2023,2024,2,"","",MPM FOUNDATION,4
EIN-87-4633355,874633355,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,CASTLE ROCK,CO,80104-0828,PO BOX 828,19740,"Denver-Aurora-Lakewood, CO",80350145042011,U,CO,Douglas County,"PO BOX 828,CASTLE ROCK,CO,80104-0828","80104-0828, Castle Rock, Colorado",39.362301,-104.8392405,98,M,3,1,0,1,0,0,16,2,1,1200,0,3,2022-09,2024,2022,2023,2024,2,"",ROCK THE ARTS,TRI ARTS PROJECT,9
EIN-87-4640143,874640143,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,DETROIT,MI,48202-1938,858 BLAINE ST,19820,"Detroit-Warren-Dearborn, MI",261635324001011,U,MI,Wayne County,"858 BLAINE ST,DETROIT,MI,48202-1938","858 Blaine St, Detroit, Michigan, 48202",42.3769402023486,-83.0868404243753,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2022-11,2024,2022,2023,2024,2,% SARAH MARK,"",NEIGHBORHOOD ART SCHOOL,11
EIN-87-4645623,874645623,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BURLINGTON,VT,05401-4903,69 ALDER LN,15540,"Burlington-South Burlington, VT",500070008001013,U,VT,Chittenden County,"69 ALDER LN,BURLINGTON,VT,05401-4903","69 Alder Ln, Burlington, Vermont, 05401",44.4605554118818,-73.2102870574757,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2022-03,2024,2022,2022,2024,3,% SARAH CULLINS,"",YOUTH OPERA COMPANY OF VERMONT,3
EIN-87-4669013,874669013,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,CHICAGO,IL,60609-3758,4517 S STATE ST,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170318446001020,U,IL,Cook County,"4517 S STATE ST,CHICAGO,IL,60609-3758","4517 S State St, Chicago, Illinois, 60609",41.8125257077443,-87.6261269039473,100,M,3,1,0,1,0,0,15,2,1,1000,0,3,2022-04,2024,2022,2022,2024,3,"","",A STEP BEYOND NFP,4
EIN-87-4689703,874689703,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,DALLAS,TX,75243-3920,11551 FOREST CENTRAL DR SUITE 212,19100,"Dallas-Fort Worth-Arlington, TX",481130078052006,U,TX,Dallas County,"11551 FOREST CENTRAL DR SUITE 212,DALLAS,TX,75243-3920","11551 Forest Central Dr, Dallas, Texas, 75243",32.905665002193,-96.766803430665,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2022-04,2024,2022,2022,2024,3,"","",SPIN THE SPECTRUM FOUNDATION CORPORATION,4
EIN-87-4708164,874708164,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,164278,164278,413934,SPRINGFIELD,IL,62711-6709,4808 BEARS PAW,44100,"Springfield, IL",171670036032058,U,IL,Sangamon County,"4808 BEARS PAW,SPRINGFIELD,IL,62711-6709","4808 Bears Paw, Springfield, Illinois, 62711",39.7298236588955,-89.7189820583994,100,M,3,1,0,1,4,0,15,1,1,2300,4,3,2022-04,2024,2022,2022,2024,3,% STANLEY WILLIAMS,"",CHICAGO MAHOGANY FOUNDATION,4
EIN-87-4713178,874713178,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,UNION CITY,PA,16438-1323,7 N MAIN ST,21500,"Erie, PA",420490120022007,R,PA,Erie County,"7 N MAIN ST,UNION CITY,PA,16438-1323","7 N Main St, Union City, Pennsylvania, 16438",41.8984964121416,-79.8454146860755,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2022-07,2024,2022,2024,2024,1,"",JOAN M QUICKLE GEN PTR,MAIN STREET ART CENTER,7
EIN-87-4717621,874717621,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,LEON,IA,50144-1452,302 N MAIN ST,,"",190539603001075,R,IA,Decatur County,"302 N MAIN ST,LEON,IA,50144-1452","302 N Main St, Leon, Iowa, 50144",40.7412479650297,-93.7469531507298,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2022-03,2024,2022,2022,2024,3,% DR DANIEL J HEFFRON,CIVIL ARTS UNITED,CIVIL ARTS UNITED INC,3
EIN-87-4748824,874748824,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,LIVERPOOL,NY,13088-0571,PO BOX 571,45060,"Syracuse, NY",360670135004005,U,NY,Onondaga County,"PO BOX 571,LIVERPOOL,NY,13088-0571","13088-0571, Liverpool, New York",43.109523,-76.1879115,98,M,3,1,0,1,0,0,15,1,1,2000,0,3,2022-07,2024,2022,2022,2024,3,% AMY JUST,"",ENCORE YOUTH PRODUCTIONS INC,7
EIN-87-4795767,874795767,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,S,AR,,,,BERRYVILLE,AR,72616-8016,52 LEDGEWOOD,,"",50159505011006,R,AR,Carroll County,"52 LEDGEWOOD,BERRYVILLE,AR,72616-8016","52 Ledgewood, Berryville, Arkansas, 72616",36.374985,-93.659427,100,M,3,1,1,1,0,0,4,0,1,2000,0,3,2023-08,2024,2023,2023,2024,2,"",EUREKA FIBER IN THE OZARKS,EUREKA FIBER FESTIVAL INC,8
EIN-87-4825195,874825195,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,GREENSBORO,NC,27408-0000,2306 FERNWOOD DRIVE,24660,"Greensboro-High Point, NC",370810125083015,U,NC,Guilford County,"2306 FERNWOOD DRIVE,GREENSBORO,NC,27408-0000","2306 Fernwood Dr, Greensboro, North Carolina, 27408",36.0994028190604,-79.8212497574297,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2022-07,2024,2022,2023,2024,2,% PHILLIP MARSH,GSOLAB,GSOLAB FOUNDATION,7
EIN-87-4837365,874837365,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,2500,2500,1,WHEATLAND,CA,95692-9236,611 MALONE AVE,49700,"Yuba City, CA",61150408001057,R,CA,Yuba County,"611 MALONE AVE,WHEATLAND,CA,95692-9236","611 Malone Ave, Wheatland, California, 95692",39.0073016488835,-121.423469321138,100,M,3,1,0,1,1,0,16,2,1,2000,1,3,2022-03,2024,2022,2022,2024,3,"","",COMMUNITY CREATION,3
EIN-87-4840601,874840601,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,EAST ISLIP,NY,11730-2204,11A DANA LN,35620,"New York-Newark-Jersey City, NY-NJ-PA",361031475041003,U,NY,Suffolk County,"11A DANA LN,EAST ISLIP,NY,11730-2204","11A Dana Ln, East Islip, New York, 11730",40.7302543526698,-73.1996208794294,100,M,3,1,0,1,0,0,16,2,1,1000,0,3,2022-03,2024,2022,2022,2024,3,"","",JENNI CRAIN FOUNDATION INC,3
EIN-87-6119078,876119078,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,MILLCREEK,UT,84106-3234,1704 E MILLCREEK WAY,41620,"Salt Lake City, UT",490351104011003,U,UT,Salt Lake County,"1704 E MILLCREEK WAY,MILLCREEK,UT,84106-3234","1704 E Millcreek Way, Salt Lake City, Utah, 84106",40.6946943610711,-111.843501087426,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,1958-08,2024,1958,1989,2024,36,% JEFFREY HATCH,"",PIONEER CRAFT HOUSE,8
EIN-88-0250832,880250832,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,RENO,NV,89570-0564,PO BOX 70564,39900,"Reno, NV",320310021072002,U,NV,Washoe County,"PO BOX 70564,RENO,NV,89570-0564","89570-0564, Reno, Nevada",39.512988,-119.7818415,98,M,3,1,0,1,0,0,15,2,1,1200,0,3,2004-09,2024,2004,2004,2024,21,% PRISCILLA GREENBAUM,"",SIERRA WATERCOLOR SOCIETY,9
EIN-88-0395962,880395962,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,LAS VEGAS,NV,89117,2704 BEACHSIDE CT,29820,"Las Vegas-Henderson-Paradise, NV",320030058064001,U,NV,Clark County,"2704 BEACHSIDE CT,LAS VEGAS,NV,89117","2704 Beachside Ct, Las Vegas, Nevada, 89117",36.1424435234578,-115.307673183161,100,M,3,,,,,0,16,20,,,,,2002-05,2017,2002,2003,2017,15,"","",WORKSHOP FOR THE ARTS INC,5
EIN-88-0405453,880405453,A25Z,A25Z,"",501C3 CHARITY,O,AR,0,0,0,LAS VEGAS,NV,89103-2503,5244 CAGNEY CT,29820,"Las Vegas-Henderson-Paradise, NV",320030029462005,U,NV,Clark County,"5244 CAGNEY CT,LAS VEGAS,NV,89103-2503","5244 Cagney Ct, Las Vegas, Nevada, 89103",36.1175381965202,-115.213306232587,100,M,3,1,0,1,0,9221,16,2,1,2000,0,9,1991-04,2024,1991,1999,2024,26,% CHRIS JOHNSTON,LAS VEGAS,AMERICAN INSTITUTE OF GRAPHIC ARTS,4
EIN-88-0548888,880548888,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,NUCLA,CO,81424-0459,PO BOX 459,33940,"Montrose, CO",80859661001027,R,CO,Montrose County,"PO BOX 459,NUCLA,CO,81424-0459","81424-0459, Nucla, Colorado",38.263788,-108.538002,98,M,3,1,0,1,0,0,16,2,1,1000,0,3,2023-04,2024,2023,2023,2024,2,"","",ART AT THE APOTHECARY,4
EIN-88-0575273,880575273,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,CINCINNATI,OH,45202-3573,903 ADAMS CROSSING UNIT 210,17140,"Cincinnati, OH-KY-IN",390610266002033,U,OH,Hamilton County,"903 ADAMS CROSSING UNIT 210,CINCINNATI,OH,45202-3573","903 Adams Xing, Unit 210, Cincinnati, Ohio, 45202",39.1045858859139,-84.495748380778,100,M,3,1,0,1,0,0,16,2,1,1200,0,3,2022-03,2024,2022,2022,2024,3,% DEBORA DORKO,"",RENAISSANCE INITIATIVE INC,3
EIN-88-0607160,880607160,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,PEORIA,IL,61606-1918,1133 N NORTH ST,37900,"Peoria, IL",171430018002000,U,IL,Peoria County,"1133 N NORTH ST,PEORIA,IL,61606-1918","1133 N North St, Peoria, Illinois, 61606",40.701882635582,-89.5988894643659,100,M,3,1,0,1,0,0,16,2,1,1200,0,3,2022-03,2024,2022,2022,2024,3,% KINDALL REUSCHEL,"",HARMONIZE PEORIA,3
EIN-88-0628622,880628622,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,S,AR,,,,SOUTH EUCLID,OH,44121-0182,PO BOX 21182,17460,"Cleveland-Elyria, OH",390351851031005,U,OH,Cuyahoga County,"PO BOX 21182,SOUTH EUCLID,OH,44121-0182","44121, South Euclid, Ohio",41.5213657315319,-81.5254761819901,98,M,3,1,1,1,0,0,4,0,1,1000,0,3,2022-05,2024,2022,2022,2024,3,% JOSE ANTONIO RODRIGUEZ,"",VISION IT DONE,5
EIN-88-0637283,880637283,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,GULFPORT,FL,33707-5640,3010 51ST ST S,45300,"Tampa-St. Petersburg-Clearwater, FL",121030285001040,U,FL,Pinellas County,"3010 51ST ST S,GULFPORT,FL,33707-5640","3010 51st St S, Saint Petersburg, Florida, 33707",27.7401138265336,-82.7021729507186,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2022-03,2024,2022,2022,2024,3,% RACHEL FENNELL,GHOSTLIGHT YOUNG COMPANY,GHOSTLIGHTERS INC,3
EIN-88-0637661,880637661,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,DULUTH,GA,30097-6603,8585 SAINT MARLO FAIRWAY DR,12060,"Atlanta-Sandy Springs-Alpharetta, GA",131171306082004,U,GA,Forsyth County,"8585 SAINT MARLO FAIRWAY DR,DULUTH,GA,30097-6603","8585 St Marlo Fairway Dr, Duluth, Georgia, 30097",34.073802,-84.145662,100,M,3,1,0,1,0,0,16,2,1,1200,0,3,2022-03,2024,2022,2022,2024,3,% YUN CHEN,"",COLOR POP INC,3
EIN-88-0650073,880650073,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,FALL RIVER,WI,53932-0021,PO BOX 21,31540,"Madison, WI",550219711001057,R,WI,Columbia County,"PO BOX 21,FALL RIVER,WI,53932-0021","53932-0021, Fall River, Wisconsin",43.404579,-89.053038,98,M,3,1,0,1,0,0,15,2,1,1200,0,3,2022-03,2024,2022,2022,2024,3,"","",ANTHROPOMORPHIC EVENTS INCORPORATED ORGANIZATION UNITED,3
EIN-88-0680546,880680546,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,SACRAMENTO,CA,95822-1825,1137 25TH AVE,40900,"Sacramento-Roseville-Folsom, CA",60670039001015,U,CA,Sacramento County,"1137 25TH AVE,SACRAMENTO,CA,95822-1825","1137 25th Ave, Sacramento, California, 95822",38.532951,-121.514535,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2022-06,2024,2022,2023,2024,2,"","",GIRLS JAZZ BLUES AND GOSPEL SOCIETY,6
